2171.86025 15.487 0.006
2183.81956 15.525 0.007
2184.81907 15.520 0.006
2188.86966 15.504 0.006
2191.78070 15.489 0.006
2200.80028 15.505 0.006
2206.73541 15.529 0.007
2216.86528 15.511 0.006
2223.72415 15.512 0.006
2226.70028 15.518 0.006
2228.74403 15.521 0.006
2230.65552 15.534 0.006
2232.67735 15.529 0.006
2234.67007 15.526 0.006
2238.61456 15.516 0.006
2240.74623 15.509 0.006
2242.75197 15.506 0.006
2244.80275 15.507 0.006
2249.67100 15.525 0.006
2252.63445 15.534 0.006
2253.65889 15.520 0.006
2256.66348 15.517 0.006
2259.65801 15.518 0.006
2262.66320 15.527 0.006
2269.72435 15.507 0.006
2272.62913 15.502 0.006
2276.63988 15.518 0.007
2279.63934 15.521 0.006
2281.68716 15.527 0.006
2283.71741 15.535 0.006
2288.70294 15.498 0.006
2290.74081 15.508 0.006
2292.71097 15.527 0.006
2294.68179 15.518 0.006
2296.70073 15.541 0.007
2298.72226 15.519 0.006
2300.67390 15.522 0.006
2302.64754 15.505 0.006
2304.65223 15.519 0.007
2315.57556 15.507 0.007
2322.55390 15.495 0.006
2325.56765 15.494 0.007
2330.57636 15.493 0.007
2337.52818 15.499 0.006
2343.52642 15.513 0.006
2353.52028 15.504 0.007
2370.52314 15.512 0.007
2519.88522 15.510 0.006
2526.85729 15.533 0.006
2540.86542 15.523 0.007
2544.78560 15.531 0.007
2550.90342 15.521 0.010
2554.87810 15.492 0.006
2558.87980 15.511 0.007
2571.82531 15.515 0.006
2577.76397 15.523 0.006
2580.79276 15.498 0.006
2588.83035 15.514 0.006
2593.81949 15.519 0.006
2599.73934 15.510 0.006
2607.70360 15.520 0.006
2620.63026 15.519 0.006
2622.80602 15.521 0.006
2624.80067 15.514 0.006
2626.61358 15.515 0.006
2629.61019 15.525 0.006
2634.56439 15.536 0.006
2637.60227 15.526 0.006
2640.64194 15.510 0.006
2642.64017 15.503 0.006
2644.63041 15.498 0.006
2649.65400 15.503 0.006
2651.70287 15.511 0.006
2654.65512 15.510 0.007
2656.73338 15.504 0.007
2658.72299 15.506 0.007
2661.73452 15.495 0.006
2663.63820 15.506 0.006
2665.66775 15.494 0.006
2667.62865 15.508 0.006
2669.67484 15.516 0.007
2671.60385 15.507 0.006
2673.60776 15.501 0.006
2675.60577 15.497 0.006
2677.60363 15.508 0.007
2679.63056 15.495 0.006
2681.65238 15.512 0.006
2685.59210 15.507 0.007
2690.54628 15.509 0.007
2694.54403 15.506 0.006
2698.60585 15.521 0.007
2704.58842 15.514 0.006
2711.54359 15.518 0.006
2731.49777 15.501 0.007
2879.89061 15.503 0.006
2884.83649 15.516 0.006
2888.86920 15.529 0.006
2893.86054 15.521 0.007
2897.82218 15.528 0.007
2903.86812 15.528 0.006
2906.81680 15.529 0.006
2910.78988 15.525 0.006
2915.79385 15.511 0.006
2921.79574 15.507 0.006
2924.88545 15.522 0.007
2929.88317 15.506 0.006
2932.85125 15.507 0.006
2941.82801 15.514 0.006
2943.70242 15.515 0.006
2946.72914 15.505 0.006
2949.71280 15.503 0.006
2952.70374 15.520 0.006
2955.76537 15.533 0.007
2957.69792 15.532 0.006
2963.70558 15.522 0.006
2966.67107 15.510 0.007
2968.83411 15.506 0.006
2971.84626 15.519 0.006
2975.64522 15.512 0.006
2979.76791 15.506 0.006
2983.67559 15.503 0.006
2985.85661 15.509 0.006
2988.62048 15.516 0.006
2990.81169 15.511 0.006
2994.73806 15.503 0.006
2997.62282 15.513 0.006
2999.64061 15.521 0.006
3001.61852 15.515 0.006
3003.64750 15.526 0.006
3005.67690 15.526 0.007
3007.62950 15.505 0.006
3009.62731 15.510 0.006
3011.65954 15.512 0.006
3013.63502 15.504 0.006
3016.63549 15.498 0.006
3018.62064 15.506 0.006
3020.66176 15.505 0.006
3022.69375 15.509 0.006
3024.67582 15.510 0.006
3026.64491 15.504 0.006
3028.65032 15.499 0.006
3030.68564 15.511 0.006
3032.78938 15.508 0.006
3035.61399 15.508 0.006
3037.62076 15.508 0.006
3040.61831 15.516 0.006
3042.58011 15.523 0.007
3045.58896 15.505 0.006
3047.54081 15.499 0.007
3049.54631 15.489 0.006
3051.53994 15.495 0.006
3053.53693 15.489 0.006
3055.53519 15.505 0.006
3057.53509 15.503 0.006
3059.53319 15.504 0.006
3060.52678 15.511 0.006
3061.52786 15.516 0.006
3064.54033 15.520 0.006
3067.53793 15.515 0.006
3069.52223 15.512 0.006
3072.51668 15.502 0.006
3075.52191 15.516 0.006
3077.60707 15.496 0.006
3081.59832 15.489 0.006
3083.60543 15.486 0.006
3086.54274 15.521 0.007
3089.52865 15.517 0.006
3092.51130 15.518 0.007
3098.50837 15.506 0.006
3101.52985 15.506 0.007
3104.50133 15.517 0.006
3108.49835 15.520 0.006
3112.49371 15.499 0.006
3115.52042 15.514 0.006
3123.49930 15.505 0.007
3133.47305 15.520 0.007
3230.87170 15.497 0.006
3246.88751 15.495 0.006
3254.87525 15.515 0.006
3261.90806 15.501 0.006
3272.88772 15.495 0.006
3275.88665 15.502 0.006
3280.88613 15.498 0.006
3283.82643 15.500 0.006
3289.73936 15.512 0.006
3294.74600 15.487 0.006
3296.69446 15.489 0.006
3298.77553 15.498 0.006
3300.83141 15.501 0.006
3303.73867 15.506 0.006
3306.74013 15.488 0.006
3308.75675 15.522 0.006
3310.78926 15.507 0.006
3314.71049 15.506 0.006
3321.63099 15.495 0.006
3328.84027 15.494 0.006
3335.85051 15.503 0.006
3340.82968 15.500 0.006
3349.65243 15.532 0.006
3353.64526 15.518 0.006
3356.63893 15.516 0.006
3360.65214 15.515 0.006
3369.67075 15.539 0.006
3377.63180 15.521 0.006
3381.63040 15.509 0.006
3386.64218 15.510 0.006
3390.64521 15.516 0.006
3395.75524 15.516 0.007
3398.62275 15.526 0.006
3400.60826 15.543 0.006
3403.61701 15.530 0.006
3406.54646 15.518 0.006
3410.56994 15.505 0.006
3415.55000 15.522 0.006
3421.61536 15.526 0.006
3429.56747 15.506 0.006
3434.55552 15.522 0.006
3442.52732 15.523 0.006
3450.52911 15.512 0.006
3569.93897 15.504 0.006
3592.89121 15.472 0.006
3608.89803 15.499 0.006
3614.88087 15.511 0.006
3621.91332 15.496 0.006
3628.89275 15.521 0.006
3633.76384 15.519 0.006
3639.76950 15.489 0.006
3641.76336 15.498 0.006
3646.82441 15.512 0.006
3652.87606 15.516 0.006
3656.81465 15.498 0.006
3661.75001 15.508 0.006
3665.75337 15.500 0.006
3671.71928 15.512 0.006
3674.84139 15.513 0.006
3683.75719 15.523 0.006
3686.80326 15.541 0.006
3689.72019 15.518 0.006
3692.64178 15.515 0.006
3695.70726 15.510 0.006
3698.65944 15.526 0.006
3700.70436 15.503 0.006
3702.79195 15.507 0.006
3705.69627 15.520 0.006
3707.67402 15.530 0.006
3713.63558 15.534 0.006
3716.71009 15.539 0.006
3720.65652 15.520 0.006
3724.71314 15.507 0.006
3727.62202 15.499 0.006
3731.62363 15.502 0.006
3736.63425 15.515 0.006
3739.60890 15.511 0.006
3742.65949 15.510 0.006
3745.74820 15.495 0.006
3748.60847 15.508 0.006
3750.63439 15.505 0.006
3752.58905 15.503 0.006
3755.60086 15.506 0.006
3758.60550 15.485 0.006
3760.74033 15.494 0.006
3762.61762 15.497 0.006
3766.59910 15.500 0.006
3769.60010 15.486 0.006
3772.62470 15.491 0.006
3775.59595 15.498 0.006
3778.59666 15.502 0.006
3781.60772 15.506 0.006
3785.58031 15.504 0.006
3790.54911 15.495 0.006
3796.58951 15.488 0.006
3804.52532 15.511 0.006
3816.53053 15.490 0.006
3935.92077 15.511 0.006
3960.87483 15.514 0.006
3967.90420 15.477 0.006
3973.89965 15.497 0.006
3979.88360 15.515 0.006
3987.82976 15.512 0.006
