3994.88239 15.506 0.006
4004.76475 15.503 0.006
4008.71976 15.517 0.006
4011.88283 15.505 0.006
4016.89145 15.513 0.006
4021.83984 15.530 0.006
4025.85009 15.540 0.006
4028.76008 15.532 0.006
4030.83178 15.521 0.006
4037.73140 15.514 0.006
4040.72631 15.503 0.006
4042.74267 15.505 0.006
4045.84198 15.492 0.006
4048.70564 15.484 0.006
4050.77837 15.488 0.006
4053.74786 15.513 0.006
4055.69758 15.522 0.006
4057.67643 15.494 0.006
4060.61545 15.519 0.006
4065.63291 15.500 0.006
4068.64862 15.487 0.006
4070.64505 15.484 0.006
4073.80443 15.472 0.006
4077.65778 15.500 0.006
4080.64059 15.501 0.006
4084.67137 15.503 0.006
4092.74815 15.490 0.006
4100.80841 15.504 0.006
4104.71323 15.506 0.006
4107.65080 15.499 0.006
4117.61635 15.502 0.006
4121.61729 15.499 0.006
4123.59412 15.494 0.006
4125.70543 15.501 0.006
4129.67794 15.506 0.006
4144.55873 15.497 0.006
4153.53287 15.515 0.007
4161.57086 15.508 0.007
4176.51238 15.497 0.006
4345.83975 15.498 0.007
4349.90081 15.498 0.006
4355.81486 15.489 0.006
4361.80059 15.483 0.007
4364.78472 15.485 0.006
4368.88403 15.493 0.007
4371.74756 15.494 0.006
4376.76683 15.489 0.006
4379.77253 15.482 0.006
4383.77738 15.504 0.007
4391.87797 15.494 0.006
4397.74964 15.484 0.006
4402.82818 15.483 0.006
4406.77850 15.502 0.006
4409.84762 15.493 0.006
4416.71482 15.492 0.006
4420.82734 15.495 0.006
4424.84705 15.497 0.006
4428.82550 15.485 0.007
4431.75032 15.497 0.007
4435.72017 15.506 0.007
4438.84814 15.497 0.007
4441.81829 15.491 0.006
4444.66080 15.502 0.006
4450.67444 15.497 0.007
4453.65921 15.493 0.006
4456.66191 15.507 0.006
4458.64633 15.506 0.007
4462.66098 15.503 0.006
4467.64307 15.498 0.006
4471.63150 15.489 0.006
4474.81559 15.497 0.006
4478.67071 15.493 0.006
4482.69552 15.499 0.006
4485.67726 15.505 0.006
4487.67422 15.502 0.006
4492.73871 15.512 0.006
4497.66679 15.512 0.006
4499.68920 15.501 0.006
4502.60814 15.499 0.006
4507.58414 15.500 0.006
4509.57724 15.514 0.006
4515.54387 15.521 0.007
4520.53790 15.525 0.007
4523.55630 15.516 0.006
4525.52848 15.499 0.006
4531.52560 15.530 0.006
4537.51941 15.520 0.006
4540.51801 15.524 0.007
4543.60767 15.531 0.007
4547.51285 15.498 0.006
4556.51150 15.524 0.006
4561.51492 15.517 0.006
4570.49559 15.495 0.006
4581.49157 15.507 0.007
4690.87637 15.496 0.006
4702.89005 15.524 0.006
4715.86010 15.505 0.006
4721.83708 15.509 0.006
4726.75899 15.501 0.006
4730.89810 15.503 0.006
4743.81154 15.503 0.006
4750.81772 15.506 0.006
4755.83651 15.501 0.006
4758.87531 15.492 0.006
4762.73082 15.500 0.006
4768.70878 15.515 0.006
4771.75049 15.502 0.006
4773.84258 15.507 0.006
4776.78436 15.504 0.006
4779.75547 15.504 0.006
4783.68712 15.503 0.006
4787.70321 15.513 0.007
4789.84785 15.508 0.006
4792.72756 15.510 0.006
4795.67846 15.519 0.006
4799.67605 15.528 0.006
4802.68382 15.521 0.006
4805.63190 15.517 0.006
4807.66086 15.529 0.006
4810.64750 15.518 0.006
4813.64273 15.541 0.006
4815.65599 15.521 0.006
4817.66205 15.534 0.006
4819.65437 15.536 0.006
4821.69118 15.515 0.006
4825.70688 15.524 0.006
4831.75165 15.508 0.006
4834.67207 15.503 0.006
4836.68178 15.502 0.006
4838.67578 15.500 0.006
4841.66944 15.501 0.006
4843.67056 15.490 0.006
4845.68490 15.504 0.006
4847.70133 15.501 0.006
4849.69407 15.513 0.006
4853.69904 15.507 0.006
4855.68656 15.501 0.006
4863.61504 15.527 0.006
4867.63442 15.507 0.006
4869.57576 15.504 0.006
4871.61386 15.507 0.006
4873.60939 15.511 0.006
4875.54272 15.512 0.006
4879.60375 15.521 0.006
4882.59993 15.520 0.006
4883.68964 15.521 0.006
4887.55480 15.493 0.006
4899.63901 15.503 0.006
4903.59441 15.497 0.006
4913.55520 15.479 0.006
4917.54258 15.477 0.006
4921.53956 15.491 0.006
4927.53543 15.518 0.006
4931.54292 15.501 0.006
4935.50944 15.480 0.006
4939.51654 15.503 0.006
4944.52893 15.511 0.006
4950.50919 15.519 0.007
