2171.86025 14.169 0.006
2183.81956 14.201 0.006
2184.81907 14.212 0.006
2188.86966 14.236 0.006
2191.78070 14.244 0.006
2200.80028 14.255 0.006
2206.73541 14.254 0.006
2216.86528 14.243 0.006
2223.72415 14.236 0.006
2226.70028 14.251 0.006
2228.74403 14.239 0.006
2230.65552 14.246 0.006
2232.67735 14.243 0.006
2234.67007 14.242 0.006
2238.61456 14.250 0.006
2240.74623 14.231 0.006
2242.75197 14.232 0.006
2244.80275 14.247 0.006
2249.67100 14.238 0.006
2252.63445 14.233 0.006
2253.65889 14.240 0.006
2256.66348 14.236 0.006
2259.65801 14.241 0.006
2262.66320 14.234 0.006
2269.72435 14.229 0.006
2272.62913 14.223 0.006
2276.63988 14.227 0.006
2279.63934 14.236 0.006
2281.68716 14.231 0.006
2283.71741 14.232 0.006
2288.70294 14.222 0.006
2290.74081 14.235 0.006
2292.71097 14.226 0.006
2294.68179 14.228 0.006
2296.70073 14.218 0.006
2298.72226 14.203 0.006
2300.67390 14.201 0.006
2302.64754 14.202 0.006
2304.65223 14.194 0.006
2315.57556 14.195 0.006
2322.55390 14.228 0.006
2325.56765 14.227 0.006
2330.57636 14.245 0.006
2337.52818 14.254 0.006
2343.52642 14.268 0.006
2353.52028 14.224 0.006
2370.52314 14.121 0.006
2519.88522 14.115 0.006
2526.85729 14.101 0.006
2540.86542 14.132 0.006
2544.78560 14.144 0.006
2550.90342 14.198 0.006
2554.87810 14.214 0.006
2558.87980 14.264 0.006
2571.82531 14.261 0.006
2577.76397 14.259 0.006
2580.79276 14.233 0.006
2588.83035 14.207 0.006
2593.81949 14.206 0.006
2599.73934 14.185 0.006
2607.70360 14.155 0.006
2620.63026 14.147 0.006
2622.80602 14.157 0.006
2624.80067 14.148 0.006
2626.61358 14.169 0.006
2629.61019 14.173 0.006
2634.56439 14.196 0.006
2637.60227 14.180 0.006
2640.64194 14.219 0.006
2642.64017 14.222 0.006
2644.63041 14.230 0.006
2649.65400 14.250 0.006
2651.70287 14.258 0.006
2654.65512 14.264 0.006
2656.73338 14.285 0.006
2658.72299 14.283 0.006
2661.73452 14.269 0.006
